Post ID,Platform,Post Date,Content Type,Impressions,Reach,Likes,Comments,Shares,Engagement Rate %,Engagement Rate,Content Type,Total Shares,Engagement Rate
POST-60809,Facebook,06/30/2025,Text,896,466,18,3,10,6.65%,3.46%,,,
POST-60810,TikTok,05/19/2025,Reel,"267,198","130,450","15,382",954,"2,977",14.80%,7.23%,,,
POST-60811,Facebook,05/18/2025,Carousel,"5,004","2,876",33,9,36,2.71%,1.56%,,,
POST-60812,Instagram,12/18/2025,Reel,"92,027","71,596","1,879",757,301,4.10%,3.19%,,,
POST-60813,LinkedIn,11/24/2025,Video,"18,602","7,631",410,99,44,7.25%,2.97%,,,
POST-60814,Facebook,02/06/2025,Video,"27,727","18,430",250,141,192,3.16%,2.10%,,,
POST-60815,Instagram,09/13/2025,Video,"15,247","8,056",540,26,48,7.62%,4.03%,,,
POST-60816,TikTok,08/25/2025,Video,"89,894","59,291","1,939","1,048","2,205",8.76%,5.78%,,,
POST-60817,Instagram,08/06/2025,Image,"27,153","19,875","1,530",162,74,8.89%,6.50%,,,
POST-60818,LinkedIn,01/27/2024,Video,"4,784","2,037",35,15,25,3.68%,1.57%,,,
POST-60819,Twitter,11/08/2025,Video,"13,034","9,588",212,20,99,3.45%,2.54%,,,
POST-60820,Twitter,05/18/2025,Text,"18,057","13,827",299,64,151,3.72%,2.85%,,,
POST-60821,TikTok,09/27/2024,Reel,"179,719","70,601","4,549","1,643",975,10.15%,3.99%,,,
POST-60822,Twitter,12/19/2025,Text,"23,924","11,970",195,81,148,3.54%,1.77%,,,
POST-60823,TikTok,07/17/2024,Reel,"300,492","142,306","10,847","2,910","4,021",12.49%,5.92%,,,
POST-60824,Instagram,12/04/2024,Image,"28,585","11,891",338,121,92,4.63%,1.93%,,,
POST-60825,Twitter,10/11/2025,Video,"17,663","10,699",273,17,27,2.96%,1.79%,,,
POST-60826,Twitter,08/18/2024,Text,"11,481","7,128",171,35,27,3.27%,2.03%,,,
POST-60827,Instagram,10/07/2024,Reel,"30,075","20,915","1,601",228,62,9.04%,6.29%,,,
POST-60828,Facebook,09/08/2024,Carousel,"43,087","29,240",851,333,640,6.24%,4.23%,,,
POST-60829,Twitter,09/23/2025,Video,"14,244","12,768",231,47,94,2.91%,2.61%,,,
POST-60830,LinkedIn,11/22/2024,Text,"18,511","13,972",643,332,103,7.72%,5.82%,,,
POST-60831,Twitter,04/12/2025,Text,"12,617","9,372",155,60,36,2.68%,1.99%,,,
POST-60832,TikTok,05/24/2024,Video,"152,232","90,649","5,749",496,"2,756",9.93%,5.91%,,,
POST-60833,Facebook,07/28/2024,Carousel,"8,589","3,060",83,51,49,5.98%,2.13%,,,
POST-60834,Facebook,02/10/2025,Carousel,"6,956","4,036",176,69,55,7.43%,4.31%,,,
POST-60835,Facebook,03/31/2025,Image,"16,675","5,590",138,62,118,5.69%,1.91%,,,
POST-60836,LinkedIn,05/02/2024,Image,"2,809","1,265",28,22,17,5.30%,2.39%,,,
POST-60837,Instagram,12/12/2024,Image,"11,976","7,595",348,40,9,5.23%,3.31%,,,
POST-60838,Facebook,12/04/2024,Carousel,"50,782","24,146",541,336,541,5.87%,2.79%,,,
POST-60839,Instagram,10/08/2025,Video,"83,900","49,290","3,027",520,121,7.44%,4.37%,,,
POST-60840,TikTok,05/24/2024,Reel,"206,094","92,209","9,894","1,277","1,266",13.49%,6.03%,,,
POST-60841,Instagram,12/12/2025,Reel,"76,099","59,299","1,282",597,181,3.47%,2.71%,,,
POST-60842,Instagram,10/10/2024,Reel,"58,336","28,891","1,609",342,138,7.23%,3.58%,,,
POST-60843,Facebook,01/03/2024,Text,"10,419","5,268",95,19,98,4.02%,2.03%,,,
POST-60844,TikTok,08/21/2024,Video,"397,798","251,973","21,279","7,212","6,116",13.73%,8.70%,,,
POST-60845,TikTok,04/27/2025,Reel,"81,633","42,498","2,362",379,842,8.43%,4.39%,,,
POST-60846,Instagram,05/10/2025,Video,"114,853","90,322","7,036","1,008",460,9.42%,7.40%,,,
POST-60847,TikTok,01/11/2025,Reel,"101,559","37,011","1,403",866,"1,702",10.73%,3.91%,,,
POST-60848,LinkedIn,08/27/2024,Video,"52,966","33,208","1,342",314,185,5.54%,3.48%,,,
POST-60849,Facebook,09/02/2024,Carousel,"43,373","27,936",345,509,623,5.29%,3.41%,,,
POST-60850,Twitter,03/30/2024,Image,"23,924","17,276",513,82,333,5.37%,3.88%,,,
POST-60851,TikTok,07/23/2024,Video,"46,459","22,156","2,313",187,"1,002",15.81%,7.54%,,,
POST-60852,LinkedIn,08/27/2024,Image,"14,787","9,920",185,122,65,3.75%,2.52%,,,
POST-60853,Facebook,04/19/2025,Video,"25,391","11,521",439,87,300,7.17%,3.25%,,,
POST-60854,Instagram,10/24/2025,Reel,"4,011","3,061",210,42,5,8.40%,6.41%,,,
POST-60855,LinkedIn,08/13/2024,Video,"13,250","6,561",367,79,52,7.59%,3.76%,,,
POST-60856,Twitter,03/23/2024,Image,"22,087","14,182",183,108,137,3.02%,1.94%,,,
POST-60857,TikTok,02/28/2024,Video,"295,436","113,806","9,040","1,908","4,719",13.77%,5.30%,,,
POST-60858,TikTok,01/05/2025,Reel,"52,951","16,963","1,395",404,528,13.72%,4.39%,,,
POST-60859,Facebook,01/16/2025,Text,"14,623","7,165",351,46,187,8.15%,3.99%,,,
POST-60860,Instagram,10/23/2024,Carousel,"16,904","7,010",399,85,24,7.25%,3.01%,,,
POST-60861,Instagram,04/18/2024,Video,"38,223","15,515","1,141",149,128,9.14%,3.71%,,,
POST-60862,Instagram,11/28/2024,Video,"33,576","20,539","1,466",253,168,9.19%,5.62%,,,
POST-60863,Twitter,01/21/2024,Image,"1,717","1,264",32,5,12,3.88%,2.85%,,,
POST-60864,Instagram,01/22/2025,Carousel,"70,846","29,721",836,407,288,5.15%,2.16%,,,
POST-60865,Twitter,11/03/2025,Image,"16,001","14,045",198,60,62,2.28%,2.00%,,,
POST-60866,TikTok,06/27/2025,Video,"222,413","136,652","14,940",970,"2,340",13.36%,8.21%,,,
POST-60867,TikTok,07/23/2024,Video,"371,354","158,284","14,566","2,207","5,270",13.93%,5.94%,,,
POST-60868,Twitter,11/07/2024,Image,"19,988","11,201",120,83,116,2.85%,1.60%,,,
POST-60869,Twitter,05/14/2025,Image,"2,183","1,582",9,3,22,2.15%,1.56%,,,
POST-60870,TikTok,07/09/2025,Video,"447,455","248,265","27,946","2,847","2,710",13.49%,7.49%,,,
POST-60871,TikTok,11/18/2025,Reel,"375,754","180,192","20,777","4,687","7,363",18.22%,8.74%,,,
POST-60872,Twitter,05/26/2024,Video,"58,711","51,306","1,211",398,675,4.45%,3.89%,,,
POST-60873,TikTok,10/13/2024,Reel,"315,347","113,639","11,492","2,613","5,573",17.32%,6.24%,,,
POST-60874,Twitter,03/19/2025,Text,976,644,16,2,10,4.35%,2.87%,,,
POST-60875,Facebook,10/10/2024,Carousel,"19,264","12,632",157,39,129,2.57%,1.69%,,,
POST-60876,TikTok,06/12/2024,Video,"476,942","275,182","17,135","3,065","3,541",8.63%,4.98%,,,
POST-60877,Facebook,10/07/2024,Image,"13,582","5,738",57,49,115,3.85%,1.63%,,,
POST-60878,Facebook,04/05/2025,Video,"28,843","19,168",698,117,149,5.03%,3.34%,,,
POST-60879,Facebook,08/06/2024,Text,"29,866","13,649",310,230,392,6.83%,3.12%,,,
POST-60880,Facebook,12/28/2025,Carousel,"29,825","16,209",256,164,252,4.15%,2.25%,,,
POST-60881,Instagram,09/17/2024,Reel,"22,627","12,566",267,57,43,2.92%,1.62%,,,
POST-60882,Twitter,07/04/2024,Image,"3,548","2,994",78,14,14,3.54%,2.99%,,,
POST-60883,Instagram,05/17/2025,Image,"25,939","10,890",633,43,71,6.86%,2.88%,,,
POST-60884,Facebook,07/23/2024,Text,"5,443","2,215",30,39,54,5.55%,2.26%,,,
POST-60885,Instagram,01/15/2025,Video,"66,171","42,597","2,477",500,76,7.17%,4.61%,,,
POST-60886,Facebook,10/12/2024,Video,"16,428","5,621",56,78,39,3.08%,1.05%,,,
POST-60887,Instagram,05/27/2025,Carousel,"33,748","20,652","1,454",46,194,8.20%,5.02%,,,
POST-60888,TikTok,12/31/2024,Reel,"257,884","169,444","13,273","3,292","3,944",12.10%,7.95%,,,
POST-60889,Instagram,05/05/2024,Carousel,"45,413","34,207",802,100,178,3.16%,2.38%,,,
POST-60890,Twitter,05/30/2024,Text,"1,754","1,371",25,6,6,2.70%,2.11%,,,
POST-60891,Twitter,11/23/2025,Image,276,248,5,1,2,3.23%,2.90%,,,
POST-60892,Facebook,10/14/2024,Carousel,"15,505","6,664",145,27,145,4.76%,2.04%,,,
POST-60893,Twitter,10/30/2024,Video,"14,933","8,845",112,44,68,2.53%,1.50%,,,
POST-60894,TikTok,08/20/2025,Reel,"81,936","52,909","2,978",740,"2,081",10.96%,7.08%,,,
POST-60895,Instagram,01/23/2025,Reel,"57,977","40,677","2,927",527,120,8.79%,6.16%,,,
POST-60896,Instagram,08/31/2024,Reel,"89,229","62,294","2,398",801,138,5.36%,3.74%,,,
POST-60897,LinkedIn,12/18/2025,Carousel,"4,496","2,387",67,40,17,5.19%,2.76%,,,
POST-60898,TikTok,12/24/2024,Reel,"114,649","40,915","4,905",627,"1,019",16.01%,5.71%,,,
POST-60899,Instagram,04/30/2025,Carousel,"57,763","39,016","2,813",376,121,8.48%,5.73%,,,
POST-60900,Twitter,02/10/2024,Text,"13,664","7,037",193,40,28,3.71%,1.91%,,,
POST-60901,Facebook,04/24/2025,Video,"64,115","40,522",595,676,"1,102",5.86%,3.70%,,,
POST-60902,TikTok,06/27/2024,Reel,"90,328","42,224","1,995","1,075","1,562",10.97%,5.13%,,,
POST-60903,Instagram,10/23/2024,Image,"35,571","26,417","1,163",337,87,6.01%,4.46%,,,
POST-60904,Instagram,08/27/2025,Image,"40,905","31,015","2,164",203,58,7.82%,5.93%,,,
POST-60905,Instagram,09/30/2024,Image,"28,847","16,971","1,078",73,164,7.75%,4.56%,,,
POST-60906,Facebook,07/24/2025,Text,"4,581","1,515",34,13,45,6.07%,2.01%,,,
POST-60907,TikTok,11/09/2024,Video,"231,187","120,922","6,396","3,163","3,519",10.82%,5.66%,,,
POST-60908,Instagram,04/19/2024,Image,"19,046","10,075",319,147,67,5.29%,2.80%,,,
POST-60909,Instagram,11/07/2025,Reel,"24,051","10,657",755,153,85,9.32%,4.13%,,,
POST-60910,Instagram,09/26/2024,Video,"72,929","38,930","1,482",471,84,5.23%,2.79%,,,
POST-60911,TikTok,07/03/2025,Reel,"53,676","37,463","1,490",282,"1,104",7.68%,5.36%,,,
POST-60912,Instagram,02/17/2025,Video,"71,115","34,108","1,168",322,214,5.00%,2.40%,,,
POST-60913,TikTok,11/16/2025,Reel,"37,114","21,005","2,220",571,995,18.02%,10.20%,,,
POST-60914,LinkedIn,09/24/2025,Text,"2,081",917,37,14,8,6.43%,2.84%,,,
POST-60915,Twitter,01/19/2024,Text,"1,845","1,615",38,3,8,3.03%,2.66%,,,
POST-60916,Twitter,09/20/2024,Image,"4,817","3,595",106,21,32,4.42%,3.30%,,,
POST-60917,TikTok,10/06/2024,Reel,"128,853","68,911","7,500",596,"1,685",14.19%,7.59%,,,
POST-60918,Instagram,03/21/2025,Reel,"57,654","26,522","1,262",79,132,5.55%,2.55%,,,
POST-60919,TikTok,01/21/2025,Reel,"47,053","21,925","2,027",225,"1,001",14.84%,6.91%,,,
POST-60920,TikTok,06/01/2024,Reel,"350,053","177,316","7,347","1,039","5,092",7.60%,3.85%,,,
POST-60921,TikTok,04/17/2025,Video,"129,192","60,725","2,190","1,267",758,6.94%,3.26%,,,
POST-60922,TikTok,11/11/2024,Reel,"289,201","117,343","8,320","2,383","1,721",10.59%,4.30%,,,
POST-60923,Facebook,05/06/2024,Video,"14,173","9,631",381,172,109,6.87%,4.67%,,,
POST-60924,Facebook,11/13/2025,Carousel,"47,814","18,972",249,259,340,4.47%,1.77%,,,
POST-60925,Instagram,03/02/2024,Reel,"1,353",957,72,12,8,9.61%,6.80%,,,
POST-60926,LinkedIn,11/11/2025,Text,"16,306","11,783",533,293,166,8.42%,6.08%,,,
POST-60927,Instagram,06/25/2025,Reel,"69,358","34,743",749,342,49,3.28%,1.64%,,,
POST-60928,Facebook,03/11/2025,Video,"39,610","15,900",721,100,172,6.25%,2.51%,,,
POST-60929,Instagram,05/08/2024,Reel,"47,145","34,797",806,193,185,3.40%,2.51%,,,
POST-60930,LinkedIn,03/19/2025,Text,"1,328",886,52,18,2,8.13%,5.42%,,,
POST-60931,Facebook,02/02/2025,Carousel,"44,711","29,695","1,326",363,565,7.59%,5.04%,,,
POST-60932,Facebook,11/11/2025,Carousel,"9,790","4,339",208,50,31,6.66%,2.95%,,,
POST-60933,Instagram,10/10/2025,Reel,"82,927","48,095","2,222",323,426,6.18%,3.58%,,,
POST-60934,Instagram,09/02/2025,Video,"68,786","52,234","2,949",388,204,6.78%,5.15%,,,
POST-60935,Instagram,11/20/2024,Video,"79,894","44,755","2,566",422,338,7.43%,4.16%,,,
POST-60936,TikTok,06/03/2024,Video,"373,146","195,558","12,870","1,644","4,133",9.54%,5.00%,,,
POST-60937,Facebook,03/29/2025,Text,"28,164","11,721",495,54,246,6.78%,2.82%,,,
POST-60938,LinkedIn,03/23/2024,Text,"4,663","2,579",57,29,20,4.11%,2.27%,,,
POST-60939,Instagram,03/01/2024,Video,"23,546","14,843",798,102,32,6.28%,3.96%,,,
POST-60940,Facebook,06/07/2024,Image,"9,924","6,406",92,42,147,4.39%,2.83%,,,
POST-60941,TikTok,11/13/2025,Video,"39,904","19,181","2,144",430,436,15.69%,7.54%,,,
POST-60942,Facebook,08/28/2024,Video,"22,877","9,782",128,195,169,5.03%,2.15%,,,
POST-60943,TikTok,07/16/2025,Video,"252,248","168,800","9,359","2,215","2,569",8.38%,5.61%,,,
POST-60944,Twitter,11/09/2024,Image,"16,226","13,962",281,89,44,2.97%,2.55%,,,
POST-60945,LinkedIn,05/11/2025,Text,"5,362","3,547",98,26,27,4.26%,2.82%,,,
POST-60946,Facebook,08/31/2025,Carousel,"43,568","28,301","1,119",376,362,6.56%,4.26%,,,
POST-60947,LinkedIn,03/22/2024,Video,"7,280","3,066",61,73,23,5.12%,2.16%,,,
POST-60948,Twitter,01/02/2025,Text,"10,413","8,906",137,39,24,2.25%,1.92%,,,
POST-60949,Instagram,03/23/2024,Video,"15,038","8,320",337,96,53,5.84%,3.23%,,,
POST-60950,TikTok,08/31/2025,Reel,"245,722","96,249","10,979","1,999","4,264",17.91%,7.02%,,,
POST-60951,Twitter,08/24/2024,Text,"11,451","5,857",49,26,61,2.32%,1.19%,,,
POST-60952,Facebook,10/25/2024,Image,"5,966","3,019",50,58,27,4.47%,2.26%,,,
POST-60953,LinkedIn,07/15/2025,Video,"47,465","37,269","1,872",551,334,7.40%,5.81%,,,
POST-60954,Twitter,10/10/2024,Video,746,392,6,0,3,2.30%,1.21%,,,
POST-60955,Instagram,04/21/2024,Reel,"49,179","19,677","1,531",57,42,8.28%,3.31%,,,
POST-60956,Facebook,05/24/2024,Text,"6,392","2,878",100,41,60,6.98%,3.14%,,,
POST-60957,LinkedIn,06/08/2024,Image,"13,214","9,289",463,159,137,8.17%,5.74%,,,
POST-60958,TikTok,03/06/2025,Video,"273,634","133,368","9,781","3,873","5,187",14.13%,6.89%,,,
POST-60959,Twitter,12/23/2024,Image,"7,961","6,392",73,7,101,2.83%,2.27%,,,
POST-60960,Instagram,01/06/2024,Video,"12,719","5,518",325,40,21,7.00%,3.03%,,,
POST-60961,Instagram,07/02/2024,Image,"21,544","13,950",297,111,107,3.69%,2.39%,,,
POST-60962,Instagram,10/16/2025,Video,"99,969","42,551","1,344",311,284,4.56%,1.94%,,,
POST-60963,TikTok,10/13/2024,Reel,"277,010","138,818","5,929","4,065","5,079",10.86%,5.44%,,,
POST-60964,Facebook,03/26/2025,Video,"14,165","9,162",147,94,176,4.55%,2.94%,,,
POST-60965,Instagram,05/16/2024,Video,"62,223","34,365","2,184",233,155,7.48%,4.13%,,,
POST-60966,TikTok,03/31/2025,Video,"376,541","148,247","17,640","4,413","5,267",18.43%,7.26%,,,
POST-60967,Facebook,01/05/2025,Image,"6,165","2,175",64,15,64,6.57%,2.32%,,,
POST-60968,Twitter,12/13/2024,Text,"23,521","20,054",160,111,185,2.27%,1.94%,,,
POST-60969,LinkedIn,05/18/2024,Carousel,"9,282","5,962",234,75,42,5.89%,3.78%,,,
POST-60970,Twitter,06/21/2025,Video,"26,423","15,975",282,23,257,3.52%,2.13%,,,
POST-60971,Twitter,10/27/2025,Image,"5,462","3,524",103,11,31,4.11%,2.65%,,,
POST-60972,Twitter,10/11/2025,Text,"9,373","6,591",156,10,98,4.01%,2.82%,,,
POST-60973,LinkedIn,12/26/2024,Video,"11,118","5,229",196,30,69,5.64%,2.65%,,,
POST-60974,Instagram,04/13/2025,Carousel,"20,217","8,590",355,91,84,6.17%,2.62%,,,
POST-60975,LinkedIn,09/16/2025,Carousel,"27,250","16,118",527,269,143,5.83%,3.45%,,,
POST-60976,LinkedIn,08/13/2024,Text,"11,600","4,905",284,73,34,7.97%,3.37%,,,
POST-60977,TikTok,08/13/2024,Video,"422,218","218,271","13,194","5,257","9,736",12.91%,6.68%,,,
POST-60978,Facebook,06/23/2025,Text,"7,766","2,559",118,48,75,9.42%,3.10%,,,
POST-60979,Instagram,12/18/2024,Carousel,"40,881","28,847",866,207,178,4.34%,3.06%,,,
POST-60980,LinkedIn,06/29/2024,Image,"14,948","8,117",414,163,36,7.55%,4.10%,,,
POST-60981,TikTok,04/15/2024,Video,"423,592","184,173","11,210","4,113","2,791",9.84%,4.28%,,,
POST-60982,Facebook,01/15/2025,Text,"25,434","17,008",433,75,442,5.59%,3.74%,,,
POST-60983,LinkedIn,04/21/2024,Carousel,"4,418","2,307",116,22,14,6.59%,3.44%,,,
POST-60984,Facebook,05/06/2024,Carousel,"2,777","1,342",66,5,25,7.15%,3.46%,,,
POST-60985,LinkedIn,03/21/2024,Text,"11,582","5,633",93,73,32,3.52%,1.71%,,,
POST-60986,Facebook,02/28/2025,Text,"5,501","3,359",75,27,56,4.70%,2.87%,,,
POST-60987,Twitter,05/07/2024,Text,"4,273","2,786",65,21,50,4.88%,3.18%,,,
POST-60988,LinkedIn,04/21/2024,Video,"22,423","17,363",539,246,144,5.35%,4.14%,,,
POST-60989,Facebook,08/25/2024,Carousel,"20,903","10,809",304,127,200,5.84%,3.02%,,,
POST-60990,Instagram,05/16/2025,Reel,"96,470","57,260","1,230",539,144,3.34%,1.98%,,,
POST-60991,Twitter,06/17/2025,Image,"14,054","9,988",217,41,62,3.20%,2.28%,,,
POST-60992,Twitter,01/25/2024,Text,"3,747","1,978",26,4,23,2.68%,1.41%,,,
POST-60993,Facebook,09/09/2024,Text,"10,380","4,344",131,71,37,5.50%,2.30%,,,
POST-60994,Twitter,10/24/2025,Text,"22,714","14,395",298,92,119,3.54%,2.24%,,,
POST-60995,Facebook,05/11/2024,Carousel,"26,648","9,105",204,127,107,4.81%,1.64%,,,
POST-60996,Instagram,03/23/2025,Image,"2,934","1,462",116,19,1,9.30%,4.64%,,,
POST-60997,Instagram,05/27/2025,Carousel,"84,023","35,548","2,015",347,74,6.85%,2.90%,,,
POST-60998,Facebook,09/06/2025,Text,"10,873","4,156",61,16,22,2.38%,0.91%,,,
POST-60999,Facebook,11/03/2024,Video,"2,959","1,258",17,10,28,4.37%,1.86%,,,
POST-61000,TikTok,03/01/2025,Reel,"132,006","59,268","4,064","1,000","2,514",12.79%,5.74%,,,
